,state,avg_temp,anomaly,year,code
3096,Montana,42.2,1.1,1997,MT
3097,Montana,43.8,2.7,1998,MT
3098,Montana,44.0,2.9,1999,MT
3099,Montana,42.4,1.3,2000,MT
3100,Montana,43.6,2.5,2001,MT
3101,Montana,41.4,0.3,2002,MT
3102,Montana,43.3,2.2,2003,MT
3103,Montana,42.8,1.7,2004,MT
3104,Montana,43.1,2.0,2005,MT
3105,Montana,44.4,3.3,2006,MT
3106,Montana,44.0,2.9,2007,MT
3107,Montana,41.4,0.3,2008,MT
3108,Montana,41.1,0.0,2009,MT
3109,Montana,41.6,0.5,2010,MT
3110,Montana,41.6,0.5,2011,MT
3111,Montana,44.5,3.4,2012,MT
3112,Montana,42.4,1.3,2013,MT
3113,Montana,41.9,0.8,2014,MT
3114,Montana,44.9,3.8,2015,MT
3115,Montana,44.6,3.5,2016,MT
3116,Montana,43.2,2.1,2017,MT
3117,Montana,41.3,0.2,2018,MT
3118,Montana,39.9,-1.2,2019,MT
3119,Montana,43.3,2.2,2020,MT
3120,Montana,44.0,2.9,2021,MT
3121,Nebraska,47.9,-0.5,1896,NE
3122,Nebraska,47.6,-0.8,1897,NE
3123,Nebraska,47.1,-1.3,1898,NE
3124,Nebraska,46.4,-2.0,1899,NE
3125,Nebraska,49.8,1.4,1900,NE
3126,Nebraska,48.7,0.3,1901,NE
3127,Nebraska,47.3,-1.1,1902,NE
3128,Nebraska,46.8,-1.6,1903,NE
3129,Nebraska,47.8,-0.6,1904,NE
3130,Nebraska,46.7,-1.7,1905,NE
3131,Nebraska,47.7,-0.7,1906,NE
3132,Nebraska,47.5,-0.9,1907,NE
3133,Nebraska,48.8,0.4,1908,NE
3134,Nebraska,46.9,-1.5,1909,NE
3135,Nebraska,49.3,0.9,1910,NE
3136,Nebraska,48.6,0.2,1911,NE
3137,Nebraska,46.0,-2.4,1912,NE
3138,Nebraska,48.2,-0.2,1913,NE
3139,Nebraska,48.8,0.4,1914,NE
3140,Nebraska,46.3,-2.1,1915,NE
3141,Nebraska,46.7,-1.7,1916,NE
3142,Nebraska,45.9,-2.5,1917,NE
3143,Nebraska,48.5,0.1,1918,NE
3144,Nebraska,47.2,-1.2,1919,NE
3145,Nebraska,47.6,-0.8,1920,NE
3146,Nebraska,50.9,2.5,1921,NE
3147,Nebraska,48.6,0.2,1922,NE
3148,Nebraska,48.1,-0.3,1923,NE
3149,Nebraska,45.8,-2.6,1924,NE
3150,Nebraska,48.7,0.3,1925,NE
3151,Nebraska,48.9,0.5,1926,NE
3152,Nebraska,47.6,-0.8,1927,NE
3153,Nebraska,48.5,0.1,1928,NE
3154,Nebraska,46.3,-2.1,1929,NE
3155,Nebraska,48.8,0.4,1930,NE
3156,Nebraska,51.3,2.9,1931,NE
3157,Nebraska,47.7,-0.7,1932,NE
3158,Nebraska,50.6,2.2,1933,NE
3159,Nebraska,52.0,3.6,1934,NE
3160,Nebraska,48.7,0.3,1935,NE
3161,Nebraska,48.4,0.0,1936,NE
3162,Nebraska,47.6,-0.8,1937,NE
3163,Nebraska,50.8,2.4,1938,NE
3164,Nebraska,50.9,2.5,1939,NE
3165,Nebraska,48.6,0.2,1940,NE
3166,Nebraska,49.7,1.3,1941,NE
3167,Nebraska,48.2,-0.2,1942,NE
3168,Nebraska,49.0,0.6,1943,NE
3169,Nebraska,47.8,-0.6,1944,NE
3170,Nebraska,47.7,-0.7,1945,NE
3171,Nebraska,50.4,2.0,1946,NE
3172,Nebraska,48.3,-0.1,1947,NE
3173,Nebraska,48.2,-0.2,1948,NE
3174,Nebraska,47.6,-0.8,1949,NE
3175,Nebraska,46.3,-2.1,1950,NE
3176,Nebraska,45.5,-2.9,1951,NE
3177,Nebraska,48.6,0.2,1952,NE
3178,Nebraska,50.2,1.8,1953,NE
3179,Nebraska,50.8,2.4,1954,NE
3180,Nebraska,48.2,-0.2,1955,NE
3181,Nebraska,49.3,0.9,1956,NE
3182,Nebraska,48.0,-0.4,1957,NE
3183,Nebraska,47.9,-0.5,1958,NE
3184,Nebraska,48.0,-0.4,1959,NE
3185,Nebraska,47.0,-1.4,1960,NE
3186,Nebraska,47.7,-0.7,1961,NE
3187,Nebraska,48.2,-0.2,1962,NE
3188,Nebraska,50.1,1.7,1963,NE
3189,Nebraska,48.6,0.2,1964,NE
3190,Nebraska,47.8,-0.6,1965,NE
3191,Nebraska,47.4,-1.0,1966,NE
3192,Nebraska,48.0,-0.4,1967,NE
3193,Nebraska,48.0,-0.4,1968,NE
3194,Nebraska,47.4,-1.0,1969,NE
3195,Nebraska,48.2,-0.2,1970,NE
3196,Nebraska,48.0,-0.4,1971,NE
3197,Nebraska,47.2,-1.2,1972,NE
3198,Nebraska,48.7,0.3,1973,NE
3199,Nebraska,49.2,0.8,1974,NE
3200,Nebraska,47.7,-0.7,1975,NE
3201,Nebraska,49.0,0.6,1976,NE
3202,Nebraska,49.8,1.4,1977,NE
3203,Nebraska,46.1,-2.3,1978,NE
3204,Nebraska,46.5,-1.9,1979,NE
3205,Nebraska,49.5,1.1,1980,NE
3206,Nebraska,50.5,2.1,1981,NE
3207,Nebraska,47.0,-1.4,1982,NE
3208,Nebraska,47.9,-0.5,1983,NE
3209,Nebraska,48.2,-0.2,1984,NE
3210,Nebraska,46.8,-1.6,1985,NE
3211,Nebraska,50.2,1.8,1986,NE
3212,Nebraska,50.8,2.4,1987,NE
3213,Nebraska,49.6,1.2,1988,NE
3214,Nebraska,48.0,-0.4,1989,NE
3215,Nebraska,50.0,1.6,1990,NE
3216,Nebraska,50.1,1.7,1991,NE
3217,Nebraska,48.9,0.5,1992,NE
3218,Nebraska,46.0,-2.4,1993,NE
3219,Nebraska,49.2,0.8,1994,NE
3220,Nebraska,48.6,0.2,1995,NE
3221,Nebraska,46.6,-1.8,1996,NE
3222,Nebraska,48.6,0.2,1997,NE
3223,Nebraska,50.6,2.2,1998,NE
3224,Nebraska,51.0,2.6,1999,NE
3225,Nebraska,49.9,1.5,2000,NE
3226,Nebraska,50.3,1.9,2001,NE
3227,Nebraska,50.0,1.6,2002,NE
3228,Nebraska,49.8,1.4,2003,NE
3229,Nebraska,49.8,1.4,2004,NE
3230,Nebraska,50.7,2.3,2005,NE
3231,Nebraska,51.1,2.7,2006,NE
3232,Nebraska,50.0,1.6,2007,NE
3233,Nebraska,47.7,-0.7,2008,NE
3234,Nebraska,47.6,-0.8,2009,NE
3235,Nebraska,49.3,0.9,2010,NE
3236,Nebraska,48.8,0.4,2011,NE
3237,Nebraska,52.7,4.3,2012,NE
3238,Nebraska,48.5,0.1,2013,NE
3239,Nebraska,48.0,-0.4,2014,NE
3240,Nebraska,50.8,2.4,2015,NE
3241,Nebraska,51.6,3.2,2016,NE
3242,Nebraska,50.7,2.3,2017,NE
3243,Nebraska,48.3,-0.1,2018,NE
3244,Nebraska,47.5,-0.9,2019,NE
3245,Nebraska,50.6,2.2,2020,NE
3246,Nebraska,51.0,2.6,2021,NE
3247,Nevada,49.8,0.3,1896,NV
3248,Nevada,48.7,-0.8,1897,NV
3249,Nevada,48.5,-1.0,1898,NV
3250,Nevada,48.7,-0.8,1899,NV
3251,Nevada,50.4,0.9,1900,NV
3252,Nevada,49.8,0.3,1901,NV
3253,Nevada,48.9,-0.6,1902,NV
3254,Nevada,48.1,-1.4,1903,NV
3255,Nevada,49.7,0.2,1904,NV
3256,Nevada,48.6,-0.9,1905,NV
3257,Nevada,48.9,-0.6,1906,NV
3258,Nevada,48.9,-0.6,1907,NV
3259,Nevada,48.5,-1.0,1908,NV
3260,Nevada,49.0,-0.5,1909,NV
3261,Nevada,50.4,0.9,1910,NV
3262,Nevada,47.5,-2.0,1911,NV
3263,Nevada,47.6,-1.9,1912,NV
3264,Nevada,47.8,-1.7,1913,NV
3265,Nevada,49.7,0.2,1914,NV
3266,Nevada,49.6,0.1,1915,NV
3267,Nevada,47.7,-1.8,1916,NV
3268,Nevada,48.1,-1.4,1917,NV
3269,Nevada,49.4,-0.1,1918,NV
3270,Nevada,49.2,-0.3,1919,NV
3271,Nevada,48.9,-0.6,1920,NV
3272,Nevada,51.2,1.7,1921,NV
3273,Nevada,48.0,-1.5,1922,NV
3274,Nevada,48.1,-1.4,1923,NV
3275,Nevada,48.9,-0.6,1924,NV
3276,Nevada,50.0,0.5,1925,NV
3277,Nevada,51.5,2.0,1926,NV
3278,Nevada,49.8,0.3,1927,NV
3279,Nevada,50.0,0.5,1928,NV
3280,Nevada,49.2,-0.3,1929,NV
3281,Nevada,48.7,-0.8,1930,NV
3282,Nevada,50.2,0.7,1931,NV
3283,Nevada,48.1,-1.4,1932,NV
3284,Nevada,48.7,-0.8,1933,NV
3285,Nevada,53.0,3.5,1934,NV
3286,Nevada,49.1,-0.4,1935,NV
3287,Nevada,50.4,0.9,1936,NV
3288,Nevada,48.7,-0.8,1937,NV
3289,Nevada,49.1,-0.4,1938,NV
3290,Nevada,50.4,0.9,1939,NV
3291,Nevada,51.4,1.9,1940,NV
3292,Nevada,49.0,-0.5,1941,NV
3293,Nevada,48.9,-0.6,1942,NV
3294,Nevada,50.3,0.8,1943,NV
3295,Nevada,47.2,-2.3,1944,NV
3296,Nevada,48.5,-1.0,1945,NV
3297,Nevada,49.0,-0.5,1946,NV
3298,Nevada,49.5,0.0,1947,NV
3299,Nevada,47.8,-1.7,1948,NV
3300,Nevada,47.6,-1.9,1949,NV
3301,Nevada,50.6,1.1,1950,NV
3302,Nevada,49.2,-0.3,1951,NV
3303,Nevada,48.6,-0.9,1952,NV
3304,Nevada,50.0,0.5,1953,NV
3305,Nevada,50.4,0.9,1954,NV
3306,Nevada,47.8,-1.7,1955,NV
3307,Nevada,49.2,-0.3,1956,NV
3308,Nevada,48.8,-0.7,1957,NV
3309,Nevada,51.0,1.5,1958,NV
3310,Nevada,50.3,0.8,1959,NV
3311,Nevada,50.1,0.6,1960,NV
3312,Nevada,49.9,0.4,1961,NV
3313,Nevada,49.6,0.1,1962,NV
3314,Nevada,49.8,0.3,1963,NV
3315,Nevada,48.1,-1.4,1964,NV
3316,Nevada,48.7,-0.8,1965,NV
3317,Nevada,50.1,0.6,1966,NV
3318,Nevada,49.6,0.1,1967,NV
3319,Nevada,49.6,0.1,1968,NV
3320,Nevada,49.7,0.2,1969,NV
3321,Nevada,49.3,-0.2,1970,NV
3322,Nevada,48.4,-1.1,1971,NV
3323,Nevada,49.4,-0.1,1972,NV
3324,Nevada,49.3,-0.2,1973,NV
3325,Nevada,50.1,0.6,1974,NV
3326,Nevada,48.2,-1.3,1975,NV
3327,Nevada,49.5,0.0,1976,NV
3328,Nevada,50.3,0.8,1977,NV
3329,Nevada,49.4,-0.1,1978,NV
3330,Nevada,49.6,0.1,1979,NV
3331,Nevada,50.4,0.9,1980,NV
3332,Nevada,51.8,2.3,1981,NV
3333,Nevada,48.1,-1.4,1982,NV
3334,Nevada,49.5,0.0,1983,NV
3335,Nevada,48.8,-0.7,1984,NV
3336,Nevada,48.7,-0.8,1985,NV
3337,Nevada,51.4,1.9,1986,NV
3338,Nevada,50.6,1.1,1987,NV
3339,Nevada,50.7,1.2,1988,NV
3340,Nevada,50.1,0.6,1989,NV
3341,Nevada,50.0,0.5,1990,NV
3342,Nevada,49.9,0.4,1991,NV
3343,Nevada,51.4,1.9,1992,NV
3344,Nevada,48.6,-0.9,1993,NV
3345,Nevada,50.8,1.3,1994,NV
3346,Nevada,50.9,1.4,1995,NV
3347,Nevada,51.5,2.0,1996,NV
3348,Nevada,50.6,1.1,1997,NV
3349,Nevada,49.2,-0.3,1998,NV
3350,Nevada,50.6,1.1,1999,NV
3351,Nevada,51.5,2.0,2000,NV
3352,Nevada,51.6,2.1,2001,NV
3353,Nevada,50.8,1.3,2002,NV
3354,Nevada,52.2,2.7,2003,NV
3355,Nevada,50.8,1.3,2004,NV
3356,Nevada,50.7,1.2,2005,NV
3357,Nevada,50.8,1.3,2006,NV
3358,Nevada,51.5,2.0,2007,NV
3359,Nevada,50.4,0.9,2008,NV
3360,Nevada,50.4,0.9,2009,NV
3361,Nevada,50.0,0.5,2010,NV
3362,Nevada,49.6,0.1,2011,NV
3363,Nevada,52.4,2.9,2012,NV
3364,Nevada,50.5,1.0,2013,NV
3365,Nevada,53.0,3.5,2014,NV
3366,Nevada,52.9,3.4,2015,NV
3367,Nevada,51.9,2.4,2016,NV
3368,Nevada,52.2,2.7,2017,NV
3369,Nevada,52.0,2.5,2018,NV
3370,Nevada,49.9,0.4,2019,NV
3371,Nevada,52.4,2.9,2020,NV
3372,Nevada,52.6,3.1,2021,NV
3373,New Hampshire,41.6,-0.7,1896,NH
3374,New Hampshire,41.9,-0.4,1897,NH
3375,New Hampshire,42.8,0.5,1898,NH
3376,New Hampshire,41.6,-0.7,1899,NH
3377,New Hampshire,42.0,-0.3,1900,NH
3378,New Hampshire,41.6,-0.7,1901,NH
3379,New Hampshire,41.7,-0.6,1902,NH
3380,New Hampshire,41.5,-0.8,1903,NH
3381,New Hampshire,38.8,-3.5,1904,NH
3382,New Hampshire,40.4,-1.9,1905,NH
3383,New Hampshire,41.6,-0.7,1906,NH
3384,New Hampshire,39.8,-2.5,1907,NH
3385,New Hampshire,42.3,0.0,1908,NH
3386,New Hampshire,41.6,-0.7,1909,NH
3387,New Hampshire,42.1,-0.2,1910,NH
3388,New Hampshire,42.0,-0.3,1911,NH
3389,New Hampshire,40.8,-1.5,1912,NH
3390,New Hampshire,43.6,1.3,1913,NH
3391,New Hampshire,40.4,-1.9,1914,NH
3392,New Hampshire,42.8,0.5,1915,NH
3393,New Hampshire,41.1,-1.2,1916,NH
3394,New Hampshire,38.9,-3.4,1917,NH
3395,New Hampshire,41.0,-1.3,1918,NH
3396,New Hampshire,42.7,0.4,1919,NH
3397,New Hampshire,41.4,-0.9,1920,NH
3398,New Hampshire,43.7,1.4,1921,NH
3399,New Hampshire,42.0,-0.3,1922,NH
3400,New Hampshire,40.8,-1.5,1923,NH
3401,New Hampshire,40.7,-1.6,1924,NH
3402,New Hampshire,41.6,-0.7,1925,NH
3403,New Hampshire,39.3,-3.0,1926,NH
3404,New Hampshire,42.6,0.3,1927,NH
3405,New Hampshire,42.3,0.0,1928,NH
3406,New Hampshire,42.0,-0.3,1929,NH
3407,New Hampshire,43.0,0.7,1930,NH
3408,New Hampshire,44.1,1.8,1931,NH
3409,New Hampshire,43.2,0.9,1932,NH
3410,New Hampshire,42.3,0.0,1933,NH
3411,New Hampshire,41.3,-1.0,1934,NH
3412,New Hampshire,41.5,-0.8,1935,NH
3413,New Hampshire,41.9,-0.4,1936,NH
3414,New Hampshire,43.4,1.1,1937,NH
3415,New Hampshire,43.5,1.2,1938,NH
3416,New Hampshire,41.6,-0.7,1939,NH
3417,New Hampshire,40.6,-1.7,1940,NH
3418,New Hampshire,42.8,0.5,1941,NH
3419,New Hampshire,43.0,0.7,1942,NH
3420,New Hampshire,40.9,-1.4,1943,NH
3421,New Hampshire,42.1,-0.2,1944,NH
3422,New Hampshire,42.6,0.3,1945,NH
3423,New Hampshire,43.0,0.7,1946,NH
3424,New Hampshire,42.7,0.4,1947,NH
3425,New Hampshire,42.2,-0.1,1948,NH
3426,New Hampshire,45.1,2.8,1949,NH
3427,New Hampshire,42.7,0.4,1950,NH
3428,New Hampshire,43.1,0.8,1951,NH
3429,New Hampshire,43.7,1.4,1952,NH
3430,New Hampshire,45.2,2.9,1953,NH
3431,New Hampshire,42.7,0.4,1954,NH
3432,New Hampshire,43.0,0.7,1955,NH
3433,New Hampshire,41.5,-0.8,1956,NH
3434,New Hampshire,43.4,1.1,1957,NH
3435,New Hampshire,41.3,-1.0,1958,NH
3436,New Hampshire,43.2,0.9,1959,NH
3437,New Hampshire,42.6,0.3,1960,NH
3438,New Hampshire,42.8,0.5,1961,NH
3439,New Hampshire,41.1,-1.2,1962,NH
3440,New Hampshire,41.8,-0.5,1963,NH
3441,New Hampshire,42.2,-0.1,1964,NH
3442,New Hampshire,41.6,-0.7,1965,NH
3443,New Hampshire,42.3,0.0,1966,NH
3444,New Hampshire,41.6,-0.7,1967,NH
3445,New Hampshire,41.8,-0.5,1968,NH
3446,New Hampshire,42.7,0.4,1969,NH
3447,New Hampshire,42.3,0.0,1970,NH
3448,New Hampshire,42.2,-0.1,1971,NH
3449,New Hampshire,41.2,-1.1,1972,NH
3450,New Hampshire,44.4,2.1,1973,NH
3451,New Hampshire,42.3,0.0,1974,NH
3452,New Hampshire,43.3,1.0,1975,NH
3453,New Hampshire,41.7,-0.6,1976,NH
3454,New Hampshire,42.7,0.4,1977,NH
3455,New Hampshire,41.2,-1.1,1978,NH
3456,New Hampshire,43.5,1.2,1979,NH
3457,New Hampshire,41.7,-0.6,1980,NH
3458,New Hampshire,43.2,0.9,1981,NH
3459,New Hampshire,42.0,-0.3,1982,NH
3460,New Hampshire,44.0,1.7,1983,NH
3461,New Hampshire,43.6,1.3,1984,NH
3462,New Hampshire,42.4,0.1,1985,NH
3463,New Hampshire,42.7,0.4,1986,NH
3464,New Hampshire,43.1,0.8,1987,NH
3465,New Hampshire,42.7,0.4,1988,NH
3466,New Hampshire,41.7,-0.6,1989,NH
3467,New Hampshire,45.0,2.7,1990,NH
3468,New Hampshire,44.5,2.2,1991,NH
3469,New Hampshire,41.8,-0.5,1992,NH
3470,New Hampshire,42.5,0.2,1993,NH
3471,New Hampshire,42.7,0.4,1994,NH
3472,New Hampshire,43.3,1.0,1995,NH
3473,New Hampshire,43.0,0.7,1996,NH
3474,New Hampshire,42.3,0.0,1997,NH
3475,New Hampshire,46.0,3.7,1998,NH
3476,New Hampshire,45.4,3.1,1999,NH
3477,New Hampshire,43.0,0.7,2000,NH
3478,New Hampshire,44.6,2.3,2001,NH
3479,New Hampshire,44.5,2.2,2002,NH
3480,New Hampshire,42.5,0.2,2003,NH
3481,New Hampshire,43.0,0.7,2004,NH
3482,New Hampshire,44.0,1.7,2005,NH
3483,New Hampshire,45.8,3.5,2006,NH
3484,New Hampshire,43.1,0.8,2007,NH
3485,New Hampshire,43.8,1.5,2008,NH
3486,New Hampshire,43.0,0.7,2009,NH
3487,New Hampshire,46.0,3.7,2010,NH
3488,New Hampshire,44.9,2.6,2011,NH
3489,New Hampshire,46.6,4.3,2012,NH
3490,New Hampshire,44.2,1.9,2013,NH
3491,New Hampshire,43.0,0.7,2014,NH
3492,New Hampshire,43.6,1.3,2015,NH
3493,New Hampshire,45.7,3.4,2016,NH
3494,New Hampshire,44.9,2.6,2017,NH
3495,New Hampshire,44.4,2.1,2018,NH
3496,New Hampshire,43.2,0.9,2019,NH
3497,New Hampshire,45.8,3.5,2020,NH
3498,New Hampshire,46.1,3.8,2021,NH
3499,New Jersey,50.5,-0.9,1896,NJ
3500,New Jersey,50.5,-0.9,1897,NJ
3501,New Jersey,51.6,0.2,1898,NJ
3502,New Jersey,50.3,-1.1,1899,NJ
3503,New Jersey,51.9,0.5,1900,NJ
3504,New Jersey,49.9,-1.5,1901,NJ
3505,New Jersey,50.6,-0.8,1902,NJ
3506,New Jersey,50.3,-1.1,1903,NJ
3507,New Jersey,47.8,-3.6,1904,NJ
3508,New Jersey,49.8,-1.6,1905,NJ
3509,New Jersey,51.5,0.1,1906,NJ
3510,New Jersey,48.8,-2.6,1907,NJ
3511,New Jersey,51.3,-0.1,1908,NJ
3512,New Jersey,50.6,-0.8,1909,NJ
3513,New Jersey,50.4,-1.0,1910,NJ
3514,New Jersey,51.3,-0.1,1911,NJ
3515,New Jersey,50.0,-1.4,1912,NJ
3516,New Jersey,52.8,1.4,1913,NJ
3517,New Jersey,49.8,-1.6,1914,NJ
3518,New Jersey,51.0,-0.4,1915,NJ
3519,New Jersey,49.8,-1.6,1916,NJ
3520,New Jersey,48.3,-3.1,1917,NJ
3521,New Jersey,50.4,-1.0,1918,NJ
3522,New Jersey,51.6,0.2,1919,NJ
3523,New Jersey,50.1,-1.3,1920,NJ
3524,New Jersey,53.0,1.6,1921,NJ
3525,New Jersey,51.4,0.0,1922,NJ
3526,New Jersey,50.6,-0.8,1923,NJ
3527,New Jersey,49.4,-2.0,1924,NJ
3528,New Jersey,51.1,-0.3,1925,NJ
3529,New Jersey,48.9,-2.5,1926,NJ
3530,New Jersey,50.9,-0.5,1927,NJ
3531,New Jersey,50.8,-0.6,1928,NJ
3532,New Jersey,51.3,-0.1,1929,NJ
3533,New Jersey,51.7,0.3,1930,NJ
3534,New Jersey,53.3,1.9,1931,NJ
3535,New Jersey,52.2,0.8,1932,NJ
3536,New Jersey,51.9,0.5,1933,NJ
3537,New Jersey,50.5,-0.9,1934,NJ
3538,New Jersey,50.5,-0.9,1935,NJ
3539,New Jersey,51.0,-0.4,1936,NJ
3540,New Jersey,51.7,0.3,1937,NJ
3541,New Jersey,52.2,0.8,1938,NJ
3542,New Jersey,51.8,0.4,1939,NJ
3543,New Jersey,48.9,-2.5,1940,NJ
3544,New Jersey,51.9,0.5,1941,NJ
3545,New Jersey,51.5,0.1,1942,NJ
3546,New Jersey,50.9,-0.5,1943,NJ
3547,New Jersey,51.5,0.1,1944,NJ
3548,New Jersey,51.5,0.1,1945,NJ
3549,New Jersey,52.6,1.2,1946,NJ
3550,New Jersey,51.2,-0.2,1947,NJ
3551,New Jersey,51.3,-0.1,1948,NJ
3552,New Jersey,53.9,2.5,1949,NJ
3553,New Jersey,51.1,-0.3,1950,NJ
3554,New Jersey,52.1,0.7,1951,NJ
3555,New Jersey,52.5,1.1,1952,NJ
3556,New Jersey,53.5,2.1,1953,NJ
3557,New Jersey,52.2,0.8,1954,NJ
3558,New Jersey,52.1,0.7,1955,NJ
3559,New Jersey,51.3,-0.1,1956,NJ
3560,New Jersey,52.5,1.1,1957,NJ
3561,New Jersey,50.0,-1.4,1958,NJ
3562,New Jersey,52.9,1.5,1959,NJ
3563,New Jersey,51.1,-0.3,1960,NJ
3564,New Jersey,51.5,0.1,1961,NJ
3565,New Jersey,50.2,-1.2,1962,NJ
3566,New Jersey,50.5,-0.9,1963,NJ
3567,New Jersey,51.6,0.2,1964,NJ
3568,New Jersey,51.0,-0.4,1965,NJ
3569,New Jersey,51.1,-0.3,1966,NJ
3570,New Jersey,50.3,-1.1,1967,NJ
3571,New Jersey,51.3,-0.1,1968,NJ
3572,New Jersey,51.2,-0.2,1969,NJ
3573,New Jersey,51.4,0.0,1970,NJ
3574,New Jersey,52.0,0.6,1971,NJ
3575,New Jersey,51.0,-0.4,1972,NJ
3576,New Jersey,53.4,2.0,1973,NJ
3577,New Jersey,52.1,0.7,1974,NJ
3578,New Jersey,52.8,1.4,1975,NJ
3579,New Jersey,51.1,-0.3,1976,NJ
3580,New Jersey,51.8,0.4,1977,NJ
3581,New Jersey,50.2,-1.2,1978,NJ
3582,New Jersey,51.6,0.2,1979,NJ
3583,New Jersey,51.6,0.2,1980,NJ
3584,New Jersey,51.5,0.1,1981,NJ
3585,New Jersey,51.4,0.0,1982,NJ
3586,New Jersey,52.6,1.2,1983,NJ
3587,New Jersey,52.2,0.8,1984,NJ
3588,New Jersey,52.5,1.1,1985,NJ
3589,New Jersey,52.3,0.9,1986,NJ
3590,New Jersey,52.4,1.0,1987,NJ
3591,New Jersey,51.6,0.2,1988,NJ
3592,New Jersey,51.5,0.1,1989,NJ
3593,New Jersey,54.4,3.0,1990,NJ
3594,New Jersey,54.4,3.0,1991,NJ
3595,New Jersey,51.2,-0.2,1992,NJ
3596,New Jersey,52.2,0.8,1993,NJ
3597,New Jersey,52.2,0.8,1994,NJ
3598,New Jersey,52.5,1.1,1995,NJ
3599,New Jersey,51.5,0.1,1996,NJ
3600,New Jersey,52.0,0.6,1997,NJ
3601,New Jersey,55.2,3.8,1998,NJ
3602,New Jersey,54.1,2.7,1999,NJ
3603,New Jersey,52.2,0.8,2000,NJ
3604,New Jersey,53.6,2.2,2001,NJ
3605,New Jersey,54.3,2.9,2002,NJ
3606,New Jersey,51.8,0.4,2003,NJ
3607,New Jersey,53.0,1.6,2004,NJ
3608,New Jersey,53.4,2.0,2005,NJ
3609,New Jersey,55.0,3.6,2006,NJ
3610,New Jersey,53.6,2.2,2007,NJ
3611,New Jersey,53.6,2.2,2008,NJ
3612,New Jersey,52.7,1.3,2009,NJ
3613,New Jersey,54.7,3.3,2010,NJ
3614,New Jersey,54.9,3.5,2011,NJ
3615,New Jersey,55.9,4.5,2012,NJ
3616,New Jersey,53.2,1.8,2013,NJ
3617,New Jersey,51.9,0.5,2014,NJ
3618,New Jersey,53.9,2.5,2015,NJ
3619,New Jersey,54.9,3.5,2016,NJ
3620,New Jersey,54.6,3.2,2017,NJ
3621,New Jersey,54.2,2.8,2018,NJ
3622,New Jersey,54.3,2.9,2019,NJ
3623,New Jersey,55.5,4.1,2020,NJ
3624,New Jersey,55.1,3.7,2021,NJ
3625,New Mexico,53.8,1.0,1896,NM
3626,New Mexico,52.5,-0.3,1897,NM
3627,New Mexico,52.1,-0.7,1898,NM
3628,New Mexico,52.5,-0.3,1899,NM
3629,New Mexico,53.7,0.9,1900,NM
3630,New Mexico,53.4,0.6,1901,NM
3631,New Mexico,53.1,0.3,1902,NM
3632,New Mexico,51.8,-1.0,1903,NM
3633,New Mexico,53.0,0.2,1904,NM
3634,New Mexico,51.7,-1.1,1905,NM
3635,New Mexico,52.2,-0.6,1906,NM
3636,New Mexico,53.2,0.4,1907,NM
3637,New Mexico,52.1,-0.7,1908,NM
3638,New Mexico,52.4,-0.4,1909,NM
3639,New Mexico,54.7,1.9,1910,NM
3640,New Mexico,53.0,0.2,1911,NM
3641,New Mexico,50.8,-2.0,1912,NM
3642,New Mexico,51.0,-1.8,1913,NM
3643,New Mexico,52.8,0.0,1914,NM
3644,New Mexico,51.4,-1.4,1915,NM
3645,New Mexico,53.2,0.4,1916,NM
3646,New Mexico,52.5,-0.3,1917,NM
3647,New Mexico,52.2,-0.6,1918,NM
3648,New Mexico,51.6,-1.2,1919,NM
3649,New Mexico,52.0,-0.8,1920,NM
3650,New Mexico,53.9,1.1,1921,NM
3651,New Mexico,53.2,0.4,1922,NM
3652,New Mexico,52.1,-0.7,1923,NM
3653,New Mexico,52.2,-0.6,1924,NM
3654,New Mexico,53.2,0.4,1925,NM
3655,New Mexico,52.5,-0.3,1926,NM
3656,New Mexico,53.9,1.1,1927,NM
3657,New Mexico,52.7,-0.1,1928,NM
3658,New Mexico,51.7,-1.1,1929,NM
3659,New Mexico,52.2,-0.6,1930,NM
3660,New Mexico,52.5,-0.3,1931,NM
3661,New Mexico,51.6,-1.2,1932,NM
3662,New Mexico,52.9,0.1,1933,NM
3663,New Mexico,55.3,2.5,1934,NM
3664,New Mexico,53.0,0.2,1935,NM
3665,New Mexico,53.2,0.4,1936,NM
3666,New Mexico,52.8,0.0,1937,NM
3667,New Mexico,53.0,0.2,1938,NM
3668,New Mexico,52.8,0.0,1939,NM
3669,New Mexico,53.1,0.3,1940,NM
3670,New Mexico,52.0,-0.8,1941,NM
3671,New Mexico,52.6,-0.2,1942,NM
3672,New Mexico,53.6,0.8,1943,NM
3673,New Mexico,51.8,-1.0,1944,NM
3674,New Mexico,52.9,0.1,1945,NM
3675,New Mexico,53.6,0.8,1946,NM
3676,New Mexico,52.6,-0.2,1947,NM
3677,New Mexico,52.5,-0.3,1948,NM
3678,New Mexico,52.1,-0.7,1949,NM
3679,New Mexico,54.2,1.4,1950,NM
3680,New Mexico,53.0,0.2,1951,NM
3681,New Mexico,52.7,-0.1,1952,NM
3682,New Mexico,53.3,0.5,1953,NM
3683,New Mexico,54.9,2.1,1954,NM
3684,New Mexico,52.5,-0.3,1955,NM
3685,New Mexico,53.4,0.6,1956,NM
3686,New Mexico,53.1,0.3,1957,NM
3687,New Mexico,53.2,0.4,1958,NM
3688,New Mexico,53.0,0.2,1959,NM
