,state,avg_temp,anomaly,year,code
0,Alabama,75.9,1.2,1896,AL
1,Alabama,75.6,0.9,1897,AL
2,Alabama,75.2,0.5,1898,AL
3,Alabama,72.8,-1.9,1899,AL
4,Alabama,77.6,2.9,1900,AL
5,Alabama,72.4,-2.3,1901,AL
6,Alabama,73.6,-1.1,1902,AL
7,Alabama,73.2,-1.5,1903,AL
8,Alabama,77.0,2.3,1904,AL
9,Alabama,76.2,1.5,1905,AL
10,Alabama,78.3,3.6,1906,AL
11,Alabama,75.2,0.5,1907,AL
12,Alabama,74.5,-0.2,1908,AL
13,Alabama,75.3,0.6,1909,AL
14,Alabama,77.4,2.7,1910,AL
15,Alabama,80.2,5.5,1911,AL
16,Alabama,76.9,2.2,1912,AL
17,Alabama,73.2,-1.5,1913,AL
18,Alabama,73.2,-1.5,1914,AL
19,Alabama,76.4,1.7,1915,AL
20,Alabama,73.6,-1.1,1916,AL
21,Alabama,73.2,-1.5,1917,AL
22,Alabama,70.4,-4.3,1918,AL
23,Alabama,75.1,0.4,1919,AL
24,Alabama,76.8,2.1,1920,AL
25,Alabama,80.9,6.2,1921,AL
26,Alabama,77.0,2.3,1922,AL
27,Alabama,75.8,1.1,1923,AL
28,Alabama,72.4,-2.3,1924,AL
29,Alabama,83.1,8.4,1925,AL
30,Alabama,79.0,4.3,1926,AL
31,Alabama,77.1,2.4,1927,AL
32,Alabama,72.9,-1.8,1928,AL
33,Alabama,74.4,-0.3,1929,AL
34,Alabama,76.4,1.7,1930,AL
35,Alabama,78.9,4.2,1931,AL
36,Alabama,74.3,-0.4,1932,AL
37,Alabama,78.8,4.1,1933,AL
38,Alabama,74.0,-0.7,1934,AL
39,Alabama,74.1,-0.6,1935,AL
40,Alabama,77.7,3.0,1936,AL
41,Alabama,72.8,-1.9,1937,AL
42,Alabama,74.2,-0.5,1938,AL
43,Alabama,76.4,1.7,1939,AL
44,Alabama,72.6,-2.1,1940,AL
45,Alabama,77.3,2.6,1941,AL
46,Alabama,72.4,-2.3,1942,AL
47,Alabama,71.7,-3.0,1943,AL
48,Alabama,75.3,0.6,1944,AL
49,Alabama,77.1,2.4,1945,AL
50,Alabama,72.4,-2.3,1946,AL
51,Alabama,76.1,1.4,1947,AL
52,Alabama,72.5,-2.2,1948,AL
53,Alabama,72.4,-2.3,1949,AL
54,Alabama,72.1,-2.6,1950,AL
55,Alabama,75.6,0.9,1951,AL
56,Alabama,72.1,-2.6,1952,AL
57,Alabama,73.7,-1.0,1953,AL
58,Alabama,78.2,3.5,1954,AL
59,Alabama,76.8,2.1,1955,AL
60,Alabama,72.1,-2.6,1956,AL
61,Alabama,73.8,-0.9,1957,AL
62,Alabama,75.1,0.4,1958,AL
63,Alabama,74.7,0.0,1959,AL
64,Alabama,74.6,-0.1,1960,AL
65,Alabama,74.4,-0.3,1961,AL
66,Alabama,74.6,-0.1,1962,AL
67,Alabama,73.1,-1.6,1963,AL
68,Alabama,74.6,-0.1,1964,AL
69,Alabama,74.8,0.1,1965,AL
70,Alabama,72.9,-1.8,1966,AL
71,Alabama,68.8,-5.9,1967,AL
72,Alabama,72.3,-2.4,1968,AL
73,Alabama,72.0,-2.7,1969,AL
74,Alabama,77.4,2.7,1970,AL
75,Alabama,75.2,0.5,1971,AL
76,Alabama,77.2,2.5,1972,AL
77,Alabama,76.5,1.8,1973,AL
78,Alabama,70.9,-3.8,1974,AL
79,Alabama,70.4,-4.3,1975,AL
80,Alabama,72.0,-2.7,1976,AL
81,Alabama,75.7,1.0,1977,AL
82,Alabama,76.9,2.2,1978,AL
83,Alabama,72.6,-2.1,1979,AL
84,Alabama,78.1,3.4,1980,AL
85,Alabama,71.5,-3.2,1981,AL
86,Alabama,72.2,-2.5,1982,AL
87,Alabama,72.0,-2.7,1983,AL
88,Alabama,72.5,-2.2,1984,AL
89,Alabama,72.7,-2.0,1985,AL
90,Alabama,76.4,1.7,1986,AL
91,Alabama,73.6,-1.1,1987,AL
92,Alabama,74.5,-0.2,1988,AL
93,Alabama,72.9,-1.8,1989,AL
94,Alabama,76.3,1.6,1990,AL
95,Alabama,74.4,-0.3,1991,AL
96,Alabama,73.4,-1.3,1992,AL
97,Alabama,74.0,-0.7,1993,AL
98,Alabama,72.2,-2.5,1994,AL
99,Alabama,73.7,-1.0,1995,AL
100,Alabama,72.1,-2.6,1996,AL
101,Alabama,74.8,0.1,1997,AL
102,Alabama,77.4,2.7,1998,AL
103,Alabama,73.3,-1.4,1999,AL
104,Alabama,73.9,-0.8,2000,AL
105,Alabama,71.9,-2.8,2001,AL
106,Alabama,77.3,2.6,2002,AL
107,Alabama,73.1,-1.6,2003,AL
108,Alabama,73.8,-0.9,2004,AL
109,Alabama,76.9,2.2,2005,AL
110,Alabama,72.8,-1.9,2006,AL
111,Alabama,76.0,1.3,2007,AL
112,Alabama,74.5,-0.2,2008,AL
113,Alabama,75.0,0.3,2009,AL
114,Alabama,76.9,2.2,2010,AL
115,Alabama,72.1,-2.6,2011,AL
116,Alabama,73.0,-1.7,2012,AL
117,Alabama,75.0,0.3,2013,AL
118,Alabama,76.3,1.6,2014,AL
119,Alabama,74.4,-0.3,2015,AL
120,Alabama,78.6,3.9,2016,AL
121,Alabama,73.4,-1.3,2017,AL
122,Alabama,79.4,4.7,2018,AL
123,Alabama,80.2,5.5,2019,AL
124,Alabama,74.3,-0.4,2020,AL
125,Alabama,74.0,-0.7,2021,AL
126,Alabama,73.8,-0.9,2022,AL
127,Arizona,60.0,0.6,1896,AZ
128,Arizona,58.6,-0.8,1897,AZ
129,Arizona,59.0,-0.4,1898,AZ
130,Arizona,59.2,-0.2,1899,AZ
131,Arizona,60.1,0.7,1900,AZ
132,Arizona,59.9,0.5,1901,AZ
133,Arizona,59.6,0.2,1902,AZ
134,Arizona,59.0,-0.4,1903,AZ
135,Arizona,59.6,0.2,1904,AZ
136,Arizona,58.8,-0.6,1905,AZ
137,Arizona,59.0,-0.4,1906,AZ
138,Arizona,59.4,0.0,1907,AZ
139,Arizona,58.7,-0.7,1908,AZ
140,Arizona,58.5,-0.9,1909,AZ
141,Arizona,61.2,1.8,1910,AZ
142,Arizona,58.8,-0.6,1911,AZ
143,Arizona,57.2,-2.2,1912,AZ
144,Arizona,57.5,-1.9,1913,AZ
145,Arizona,59.9,0.5,1914,AZ
146,Arizona,58.2,-1.2,1915,AZ
147,Arizona,58.8,-0.6,1916,AZ
148,Arizona,58.7,-0.7,1917,AZ
149,Arizona,58.8,-0.6,1918,AZ
150,Arizona,58.1,-1.3,1919,AZ
151,Arizona,57.8,-1.6,1920,AZ
152,Arizona,59.9,0.5,1921,AZ
153,Arizona,58.6,-0.8,1922,AZ
154,Arizona,57.9,-1.5,1923,AZ
155,Arizona,58.6,-0.8,1924,AZ
156,Arizona,59.1,-0.3,1925,AZ
157,Arizona,59.6,0.2,1926,AZ
158,Arizona,59.5,0.1,1927,AZ
159,Arizona,59.6,0.2,1928,AZ
160,Arizona,58.5,-0.9,1929,AZ
161,Arizona,58.5,-0.9,1930,AZ
162,Arizona,59.2,-0.2,1931,AZ
163,Arizona,58.4,-1.0,1932,AZ
164,Arizona,58.8,-0.6,1933,AZ
165,Arizona,61.7,2.3,1934,AZ
166,Arizona,59.0,-0.4,1935,AZ
167,Arizona,60.3,0.9,1936,AZ
168,Arizona,59.1,-0.3,1937,AZ
169,Arizona,59.3,-0.1,1938,AZ
170,Arizona,59.6,0.2,1939,AZ
171,Arizona,60.8,1.4,1940,AZ
172,Arizona,58.2,-1.2,1941,AZ
173,Arizona,59.2,-0.2,1942,AZ
174,Arizona,60.5,1.1,1943,AZ
175,Arizona,58.0,-1.4,1944,AZ
176,Arizona,58.5,-0.9,1945,AZ
177,Arizona,59.3,-0.1,1946,AZ
178,Arizona,59.3,-0.1,1947,AZ
179,Arizona,58.6,-0.8,1948,AZ
180,Arizona,58.2,-1.2,1949,AZ
181,Arizona,60.5,1.1,1950,AZ
182,Arizona,58.9,-0.5,1951,AZ
183,Arizona,58.8,-0.6,1952,AZ
184,Arizona,59.2,-0.2,1953,AZ
185,Arizona,60.9,1.5,1954,AZ
186,Arizona,58.4,-1.0,1955,AZ
187,Arizona,59.5,0.1,1956,AZ
188,Arizona,59.5,0.1,1957,AZ
189,Arizona,60.4,1.0,1958,AZ
190,Arizona,60.2,0.8,1959,AZ
191,Arizona,59.6,0.2,1960,AZ
192,Arizona,59.2,-0.2,1961,AZ
193,Arizona,59.8,0.4,1962,AZ
194,Arizona,59.8,0.4,1963,AZ
195,Arizona,57.8,-1.6,1964,AZ
196,Arizona,58.5,-0.9,1965,AZ
197,Arizona,59.5,0.1,1966,AZ
198,Arizona,59.0,-0.4,1967,AZ
199,Arizona,58.6,-0.8,1968,AZ
200,Arizona,59.7,0.3,1969,AZ
201,Arizona,59.0,-0.4,1970,AZ
202,Arizona,58.2,-1.2,1971,AZ
203,Arizona,59.6,0.2,1972,AZ
204,Arizona,58.4,-1.0,1973,AZ
205,Arizona,59.5,0.1,1974,AZ
206,Arizona,57.9,-1.5,1975,AZ
207,Arizona,59.0,-0.4,1976,AZ
208,Arizona,60.2,0.8,1977,AZ
209,Arizona,59.8,0.4,1978,AZ
210,Arizona,58.8,-0.6,1979,AZ
211,Arizona,60.2,0.8,1980,AZ
212,Arizona,61.3,1.9,1981,AZ
213,Arizona,58.7,-0.7,1982,AZ
214,Arizona,59.2,-0.2,1983,AZ
215,Arizona,59.4,0.0,1984,AZ
216,Arizona,59.6,0.2,1985,AZ
217,Arizona,60.6,1.2,1986,AZ
218,Arizona,59.3,-0.1,1987,AZ
219,Arizona,60.2,0.8,1988,AZ
220,Arizona,61.2,1.8,1989,AZ
221,Arizona,59.7,0.3,1990,AZ
222,Arizona,59.2,-0.2,1991,AZ
223,Arizona,59.6,0.2,1992,AZ
224,Arizona,59.8,0.4,1993,AZ
225,Arizona,60.6,1.2,1994,AZ
226,Arizona,61.0,1.6,1995,AZ
227,Arizona,61.9,2.5,1996,AZ
228,Arizona,60.5,1.1,1997,AZ
229,Arizona,59.3,-0.1,1998,AZ
230,Arizona,60.8,1.4,1999,AZ
231,Arizona,61.7,2.3,2000,AZ
232,Arizona,61.2,1.8,2001,AZ
233,Arizona,61.2,1.8,2002,AZ
234,Arizona,61.9,2.5,2003,AZ
235,Arizona,60.4,1.0,2004,AZ
236,Arizona,61.1,1.7,2005,AZ
237,Arizona,61.1,1.7,2006,AZ
238,Arizona,61.6,2.2,2007,AZ
239,Arizona,60.6,1.2,2008,AZ
240,Arizona,61.1,1.7,2009,AZ
241,Arizona,60.4,1.0,2010,AZ
242,Arizona,60.3,0.9,2011,AZ
243,Arizona,62.1,2.7,2012,AZ
244,Arizona,60.4,1.0,2013,AZ
245,Arizona,62.2,2.8,2014,AZ
246,Arizona,61.8,2.4,2015,AZ
247,Arizona,62.2,2.8,2016,AZ
248,Arizona,63.0,3.6,2017,AZ
249,Arizona,62.3,2.9,2018,AZ
250,Arizona,60.3,0.9,2019,AZ
251,Arizona,62.6,3.2,2020,AZ
252,Arizona,62.1,2.7,2021,AZ
253,Alaska,29.8,3.8,1926,AK
254,Alaska,23.9,-2.1,1927,AK
255,Alaska,26.9,0.9,1928,AK
256,Alaska,27.6,1.6,1929,AK
257,Alaska,25.3,-0.7,1930,AK
258,Alaska,26.7,0.7,1931,AK
259,Alaska,23.9,-2.1,1932,AK
260,Alaska,23.0,-3.0,1933,AK
261,Alaska,26.4,0.4,1934,AK
262,Alaska,25.7,-0.3,1935,AK
263,Alaska,26.4,0.4,1936,AK
264,Alaska,27.2,1.2,1937,AK
265,Alaska,26.8,0.8,1938,AK
266,Alaska,24.8,-1.2,1939,AK
267,Alaska,29.2,3.2,1940,AK
268,Alaska,26.9,0.9,1941,AK
269,Alaska,27.2,1.2,1942,AK
270,Alaska,27.1,1.1,1943,AK
271,Alaska,27.5,1.5,1944,AK
272,Alaska,25.6,-0.4,1945,AK
273,Alaska,24.5,-1.5,1946,AK
274,Alaska,25.8,-0.2,1947,AK
275,Alaska,23.4,-2.6,1948,AK
276,Alaska,25.5,-0.5,1949,AK
277,Alaska,26.1,0.1,1950,AK
278,Alaska,25.2,-0.8,1951,AK
279,Alaska,25.4,-0.6,1952,AK
280,Alaska,26.0,0.0,1953,AK
281,Alaska,24.6,-1.4,1954,AK
282,Alaska,23.3,-2.7,1955,AK
283,Alaska,21.8,-4.2,1956,AK
284,Alaska,28.2,2.2,1957,AK
285,Alaska,27.0,1.0,1958,AK
286,Alaska,24.6,-1.4,1959,AK
287,Alaska,26.7,0.7,1960,AK
288,Alaska,23.7,-2.3,1961,AK
289,Alaska,26.8,0.8,1962,AK
290,Alaska,26.6,0.6,1963,AK
291,Alaska,23.3,-2.7,1964,AK
292,Alaska,24.7,-1.3,1965,AK
293,Alaska,23.8,-2.2,1966,AK
294,Alaska,27.1,1.1,1967,AK
295,Alaska,25.4,-0.6,1968,AK
296,Alaska,27.0,1.0,1969,AK
297,Alaska,25.2,-0.8,1970,AK
298,Alaska,22.3,-3.7,1971,AK
299,Alaska,23.6,-2.4,1972,AK
300,Alaska,24.6,-1.4,1973,AK
301,Alaska,23.7,-2.3,1974,AK
302,Alaska,23.0,-3.0,1975,AK
303,Alaska,25.8,-0.2,1976,AK
304,Alaska,27.0,1.0,1977,AK
305,Alaska,29.1,3.1,1978,AK
306,Alaska,27.6,1.6,1979,AK
307,Alaska,26.4,0.4,1980,AK
308,Alaska,29.2,3.2,1981,AK
309,Alaska,25.3,-0.7,1982,AK
310,Alaska,26.9,0.9,1983,AK
311,Alaska,25.2,-0.8,1984,AK
312,Alaska,26.3,0.3,1985,AK
313,Alaska,26.9,0.9,1986,AK
314,Alaska,27.5,1.5,1987,AK
315,Alaska,27.1,1.1,1988,AK
316,Alaska,26.8,0.8,1989,AK
317,Alaska,25.4,-0.6,1990,AK
318,Alaska,27.0,1.0,1991,AK
319,Alaska,25.0,-1.0,1992,AK
320,Alaska,29.9,3.9,1993,AK
321,Alaska,26.2,0.2,1994,AK
322,Alaska,27.8,1.8,1995,AK
323,Alaska,25.1,-0.9,1996,AK
324,Alaska,28.1,2.1,1997,AK
325,Alaska,28.4,2.4,1998,AK
326,Alaska,24.0,-2.0,1999,AK
327,Alaska,28.4,2.4,2000,AK
328,Alaska,27.3,1.3,2001,AK
329,Alaska,30.1,4.1,2002,AK
330,Alaska,29.1,3.1,2003,AK
331,Alaska,29.3,3.3,2004,AK
332,Alaska,29.2,3.2,2005,AK
333,Alaska,26.4,0.4,2006,AK
334,Alaska,28.1,2.1,2007,AK
335,Alaska,25.1,-0.9,2008,AK
336,Alaska,26.8,0.8,2009,AK
337,Alaska,27.4,1.4,2010,AK
338,Alaska,27.0,1.0,2011,AK
339,Alaska,24.3,-1.7,2012,AK
340,Alaska,27.8,1.8,2013,AK
341,Alaska,30.3,4.3,2014,AK
342,Alaska,30.0,4.0,2015,AK
343,Alaska,31.9,5.9,2016,AK
344,Alaska,29.3,3.3,2017,AK
345,Alaska,30.4,4.4,2018,AK
346,Alaska,32.2,6.2,2019,AK
347,Alaska,27.5,1.5,2020,AK
348,Alaska,26.5,0.5,2021,AK
349,Arkansas,62.1,1.7,1896,AR
350,Arkansas,61.3,0.9,1897,AR
351,Arkansas,60.4,0.0,1898,AR
352,Arkansas,60.0,-0.4,1899,AR
353,Arkansas,61.2,0.8,1900,AR
354,Arkansas,60.2,-0.2,1901,AR
355,Arkansas,59.7,-0.7,1902,AR
356,Arkansas,58.5,-1.9,1903,AR
357,Arkansas,59.5,-0.9,1904,AR
358,Arkansas,58.8,-1.6,1905,AR
359,Arkansas,59.5,-0.9,1906,AR
360,Arkansas,61.1,0.7,1907,AR
361,Arkansas,61.4,1.0,1908,AR
362,Arkansas,61.3,0.9,1909,AR
363,Arkansas,60.1,-0.3,1910,AR
364,Arkansas,62.0,1.6,1911,AR
365,Arkansas,58.5,-1.9,1912,AR
366,Arkansas,60.6,0.2,1913,AR
367,Arkansas,60.3,-0.1,1914,AR
368,Arkansas,59.8,-0.6,1915,AR
369,Arkansas,60.8,0.4,1916,AR
370,Arkansas,58.3,-2.1,1917,AR
371,Arkansas,60.5,0.1,1918,AR
372,Arkansas,60.7,0.3,1919,AR
373,Arkansas,59.7,-0.7,1920,AR
374,Arkansas,63.3,2.9,1921,AR
375,Arkansas,61.7,1.3,1922,AR
376,Arkansas,60.7,0.3,1923,AR
377,Arkansas,59.1,-1.3,1924,AR
378,Arkansas,61.8,1.4,1925,AR
379,Arkansas,60.3,-0.1,1926,AR
380,Arkansas,62.0,1.6,1927,AR
381,Arkansas,60.1,-0.3,1928,AR
382,Arkansas,59.7,-0.7,1929,AR
383,Arkansas,60.8,0.4,1930,AR
384,Arkansas,61.7,1.3,1931,AR
385,Arkansas,61.1,0.7,1932,AR
386,Arkansas,62.3,1.9,1933,AR
387,Arkansas,62.0,1.6,1934,AR
388,Arkansas,60.8,0.4,1935,AR
389,Arkansas,61.0,0.6,1936,AR
390,Arkansas,60.0,-0.4,1937,AR
391,Arkansas,62.6,2.2,1938,AR
392,Arkansas,62.0,1.6,1939,AR
393,Arkansas,58.6,-1.8,1940,AR
394,Arkansas,61.2,0.8,1941,AR
395,Arkansas,60.4,0.0,1942,AR
396,Arkansas,61.1,0.7,1943,AR
397,Arkansas,61.1,0.7,1944,AR
398,Arkansas,60.3,-0.1,1945,AR
399,Arkansas,62.0,1.6,1946,AR
400,Arkansas,60.2,-0.2,1947,AR
401,Arkansas,59.9,-0.5,1948,AR
402,Arkansas,60.9,0.5,1949,AR
403,Arkansas,59.8,-0.6,1950,AR
404,Arkansas,60.1,-0.3,1951,AR
405,Arkansas,61.0,0.6,1952,AR
406,Arkansas,61.8,1.4,1953,AR
407,Arkansas,62.8,2.4,1954,AR
408,Arkansas,60.8,0.4,1955,AR
409,Arkansas,61.4,1.0,1956,AR
410,Arkansas,60.6,0.2,1957,AR
411,Arkansas,58.8,-1.6,1958,AR
412,Arkansas,60.0,-0.4,1959,AR
413,Arkansas,58.9,-1.5,1960,AR
414,Arkansas,59.1,-1.3,1961,AR
415,Arkansas,60.3,-0.1,1962,AR
416,Arkansas,60.3,-0.1,1963,AR
417,Arkansas,60.7,0.3,1964,AR
418,Arkansas,61.0,0.6,1965,AR
419,Arkansas,59.2,-1.2,1966,AR
420,Arkansas,59.9,-0.5,1967,AR
421,Arkansas,58.7,-1.7,1968,AR
422,Arkansas,59.5,-0.9,1969,AR
423,Arkansas,59.7,-0.7,1970,AR
424,Arkansas,60.5,0.1,1971,AR
425,Arkansas,60.0,-0.4,1972,AR
426,Arkansas,60.6,0.2,1973,AR
427,Arkansas,60.3,-0.1,1974,AR
428,Arkansas,59.9,-0.5,1975,AR
429,Arkansas,58.8,-1.6,1976,AR
430,Arkansas,60.8,0.4,1977,AR
431,Arkansas,58.9,-1.5,1978,AR
432,Arkansas,58.0,-2.4,1979,AR
433,Arkansas,60.5,0.1,1980,AR
434,Arkansas,60.2,-0.2,1981,AR
435,Arkansas,60.0,-0.4,1982,AR
436,Arkansas,58.9,-1.5,1983,AR
437,Arkansas,60.0,-0.4,1984,AR
438,Arkansas,59.8,-0.6,1985,AR
439,Arkansas,61.5,1.1,1986,AR
440,Arkansas,61.0,0.6,1987,AR
441,Arkansas,59.8,-0.6,1988,AR
442,Arkansas,59.0,-1.4,1989,AR
443,Arkansas,61.8,1.4,1990,AR
444,Arkansas,61.3,0.9,1991,AR
445,Arkansas,59.9,-0.5,1992,AR
446,Arkansas,59.3,-1.1,1993,AR
447,Arkansas,60.4,0.0,1994,AR
448,Arkansas,60.5,0.1,1995,AR
449,Arkansas,59.6,-0.8,1996,AR
450,Arkansas,59.7,-0.7,1997,AR
451,Arkansas,63.1,2.7,1998,AR
452,Arkansas,62.1,1.7,1999,AR
453,Arkansas,60.9,0.5,2000,AR
454,Arkansas,61.2,0.8,2001,AR
455,Arkansas,60.6,0.2,2002,AR
456,Arkansas,60.3,-0.1,2003,AR
457,Arkansas,61.0,0.6,2004,AR
458,Arkansas,62.0,1.6,2005,AR
459,Arkansas,62.0,1.6,2006,AR
460,Arkansas,61.8,1.4,2007,AR
461,Arkansas,59.9,-0.5,2008,AR
462,Arkansas,59.9,-0.5,2009,AR
463,Arkansas,61.2,0.8,2010,AR
464,Arkansas,61.8,1.4,2011,AR
465,Arkansas,63.6,3.2,2012,AR
466,Arkansas,59.6,-0.8,2013,AR
467,Arkansas,58.7,-1.7,2014,AR
468,Arkansas,61.4,1.0,2015,AR
469,Arkansas,62.8,2.4,2016,AR
470,Arkansas,62.5,2.1,2017,AR
471,Arkansas,61.2,0.8,2018,AR
472,Arkansas,61.2,0.8,2019,AR
473,Arkansas,61.1,0.7,2020,AR
474,Arkansas,61.3,0.9,2021,AR
475,California,57.5,0.1,1896,CA
476,California,56.5,-0.9,1897,CA
477,California,56.7,-0.7,1898,CA
478,California,56.6,-0.8,1899,CA
479,California,57.5,0.1,1900,CA
480,California,57.2,-0.2,1901,CA
481,California,56.2,-1.2,1902,CA
482,California,56.2,-1.2,1903,CA
483,California,57.4,0.0,1904,CA
484,California,57.1,-0.3,1905,CA
485,California,57.2,-0.2,1906,CA
486,California,56.5,-0.9,1907,CA
487,California,56.2,-1.2,1908,CA
488,California,56.2,-1.2,1909,CA
489,California,57.7,0.3,1910,CA
490,California,55.4,-2.0,1911,CA
491,California,55.5,-1.9,1912,CA
492,California,56.4,-1.0,1913,CA
493,California,57.4,0.0,1914,CA
494,California,56.7,-0.7,1915,CA
495,California,55.6,-1.8,1916,CA
496,California,56.6,-0.8,1917,CA
497,California,56.8,-0.6,1918,CA
498,California,56.3,-1.1,1919,CA
499,California,56.1,-1.3,1920,CA
500,California,57.3,-0.1,1921,CA
501,California,56.1,-1.3,1922,CA
502,California,56.4,-1.0,1923,CA
503,California,57.1,-0.3,1924,CA
504,California,57.1,-0.3,1925,CA
505,California,58.8,1.4,1926,CA
506,California,56.9,-0.5,1927,CA
507,California,57.7,0.3,1928,CA
508,California,57.2,-0.2,1929,CA
509,California,56.9,-0.5,1930,CA
510,California,58.3,0.9,1931,CA
511,California,56.9,-0.5,1932,CA
512,California,56.7,-0.7,1933,CA
513,California,59.7,2.3,1934,CA
514,California,56.8,-0.6,1935,CA
515,California,58.6,1.2,1936,CA
516,California,57.2,-0.2,1937,CA
517,California,57.2,-0.2,1938,CA
518,California,58.3,0.9,1939,CA
519,California,58.8,1.4,1940,CA
520,California,57.1,-0.3,1941,CA
521,California,57.0,-0.4,1942,CA
522,California,57.8,0.4,1943,CA
523,California,56.2,-1.2,1944,CA
524,California,57.1,-0.3,1945,CA
525,California,56.7,-0.7,1946,CA
526,California,57.6,0.2,1947,CA
527,California,55.6,-1.8,1948,CA
528,California,56.2,-1.2,1949,CA
529,California,58.1,0.7,1950,CA
530,California,57.2,-0.2,1951,CA
531,California,56.8,-0.6,1952,CA
532,California,57.2,-0.2,1953,CA
533,California,57.6,0.2,1954,CA
534,California,56.2,-1.2,1955,CA
535,California,57.0,-0.4,1956,CA
536,California,57.1,-0.3,1957,CA
537,California,58.9,1.5,1958,CA
538,California,59.0,1.6,1959,CA
539,California,58.0,0.6,1960,CA
540,California,57.8,0.4,1961,CA
541,California,57.4,0.0,1962,CA
542,California,57.1,-0.3,1963,CA
543,California,56.6,-0.8,1964,CA
544,California,56.7,-0.7,1965,CA
545,California,58.0,0.6,1966,CA
546,California,57.5,0.1,1967,CA
547,California,57.6,0.2,1968,CA
548,California,57.5,0.1,1969,CA
549,California,57.8,0.4,1970,CA
550,California,56.2,-1.2,1971,CA
551,California,57.3,-0.1,1972,CA
552,California,57.3,-0.1,1973,CA
553,California,57.6,0.2,1974,CA
554,California,56.3,-1.1,1975,CA
555,California,57.5,0.1,1976,CA
556,California,58.0,0.6,1977,CA
557,California,57.6,0.2,1978,CA
558,California,57.7,0.3,1979,CA
559,California,58.1,0.7,1980,CA
560,California,59.3,1.9,1981,CA
561,California,56.3,-1.1,1982,CA
562,California,57.6,0.2,1983,CA
563,California,58.2,0.8,1984,CA
564,California,57.3,-0.1,1985,CA
565,California,58.9,1.5,1986,CA
566,California,58.3,0.9,1987,CA
567,California,58.8,1.4,1988,CA
568,California,58.1,0.7,1989,CA
569,California,58.0,0.6,1990,CA
570,California,58.1,0.7,1991,CA
571,California,59.3,1.9,1992,CA
572,California,57.7,0.3,1993,CA
573,California,58.0,0.6,1994,CA
574,California,58.9,1.5,1995,CA
575,California,59.6,2.2,1996,CA
576,California,59.1,1.7,1997,CA
577,California,56.7,-0.7,1998,CA
578,California,58.0,0.6,1999,CA
579,California,58.8,1.4,2000,CA
580,California,59.1,1.7,2001,CA
581,California,58.8,1.4,2002,CA
582,California,59.4,2.0,2003,CA
583,California,58.9,1.5,2004,CA
584,California,58.6,1.2,2005,CA
585,California,58.6,1.2,2006,CA
586,California,58.9,1.5,2007,CA
587,California,58.9,1.5,2008,CA
588,California,58.8,1.4,2009,CA
589,California,57.7,0.3,2010,CA
590,California,57.4,0.0,2011,CA
591,California,59.5,2.1,2012,CA
592,California,59.3,1.9,2013,CA
593,California,61.4,4.0,2014,CA
594,California,60.8,3.4,2015,CA
595,California,60.1,2.7,2016,CA
596,California,60.3,2.9,2017,CA
597,California,60.1,2.7,2018,CA
598,California,58.4,1.0,2019,CA
599,California,60.5,3.1,2020,CA
600,California,60.4,3.0,2021,CA
601,Colorado,44.9,0.3,1896,CO
602,Colorado,44.0,-0.6,1897,CO
603,Colorado,42.7,-1.9,1898,CO
604,Colorado,43.2,-1.4,1899,CO
605,Colorado,45.4,0.8,1900,CO
606,Colorado,45.1,0.5,1901,CO
607,Colorado,44.7,0.1,1902,CO
608,Colorado,42.8,-1.8,1903,CO
609,Colorado,44.7,0.1,1904,CO
610,Colorado,43.5,-1.1,1905,CO
611,Colorado,44.0,-0.6,1906,CO
612,Colorado,45.1,0.5,1907,CO
613,Colorado,43.6,-1.0,1908,CO
614,Colorado,43.3,-1.3,1909,CO
615,Colorado,46.1,1.5,1910,CO
616,Colorado,44.4,-0.2,1911,CO
617,Colorado,41.8,-2.8,1912,CO
618,Colorado,42.8,-1.8,1913,CO
619,Colorado,44.4,-0.2,1914,CO
620,Colorado,43.2,-1.4,1915,CO
621,Colorado,43.5,-1.1,1916,CO
622,Colorado,42.9,-1.7,1917,CO
623,Colorado,43.8,-0.8,1918,CO
624,Colorado,43.3,-1.3,1919,CO
625,Colorado,43.2,-1.4,1920,CO
626,Colorado,46.0,1.4,1921,CO
627,Colorado,44.2,-0.4,1922,CO
628,Colorado,43.2,-1.4,1923,CO
629,Colorado,42.7,-1.9,1924,CO
630,Colorado,44.6,0.0,1925,CO
631,Colorado,44.7,0.1,1926,CO
632,Colorado,44.5,-0.1,1927,CO
633,Colorado,43.9,-0.7,1928,CO
634,Colorado,42.5,-2.1,1929,CO
635,Colorado,43.6,-1.0,1930,CO
636,Colorado,45.0,0.4,1931,CO
637,Colorado,43.7,-0.9,1932,CO
638,Colorado,45.4,0.8,1933,CO
639,Colorado,48.0,3.4,1934,CO
640,Colorado,45.2,0.6,1935,CO
641,Colorado,45.4,0.8,1936,CO
642,Colorado,44.2,-0.4,1937,CO
643,Colorado,45.1,0.5,1938,CO
644,Colorado,45.5,0.9,1939,CO
645,Colorado,45.4,0.8,1940,CO
646,Colorado,44.6,0.0,1941,CO
647,Colorado,43.9,-0.7,1942,CO
648,Colorado,45.7,1.1,1943,CO
649,Colorado,43.9,-0.7,1944,CO
650,Colorado,44.2,-0.4,1945,CO
651,Colorado,45.6,1.0,1946,CO
652,Colorado,44.5,-0.1,1947,CO
653,Colorado,43.8,-0.8,1948,CO
654,Colorado,44.2,-0.4,1949,CO
655,Colorado,45.2,0.6,1950,CO
656,Colorado,43.5,-1.1,1951,CO
