year,code,varroa,spores,cbpv_max,dwv_max,iapv_max,kbv_max,sbpv_max,abpv_max,dwv-b_max,lsv2_max,mkv_max,cbpv_prob,dwv_prob,iapv_prob,kbv_prob,sbpv_prob,abpv_prob,dwv-b_prob,lsv2_prob,mkv_prob,prevyearspores,prevyearvarroa,state
2015,ID,3.4183333333333334,0.008333333333333333,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.125,0.875,0.08333333333333333,0.0,0.0,0.2916666666666667,1.0,0.16666666666666666,0.0,0.15501257183908046,2.9614443247126436,Idaho
2016,ID,2.3020833333333335,0.06875,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.6666666666666666,0.125,0.0,0.0,0.20833333333333334,0.7916666666666666,0.25,0.0,0.008333333333333333,3.4183333333333334,Idaho
2017,ID,1.6516666666666666,0.1375,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.041666666666666664,0.6666666666666666,0.20833333333333334,0.0,0.0,0.0,0.9583333333333334,0.4583333333333333,0.0,0.06875,2.3020833333333335,Idaho
2018,ID,2.2720833333333332,0.049999999999999996,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08333333333333333,0.5416666666666666,0.16666666666666666,0.0,0.0,0.0,1.0,0.2916666666666667,0.0,0.1375,1.6516666666666666,Idaho
2019,ID,0.9520833333333333,0.275,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.375,0.5416666666666666,0.0,0.0,0.125,1.0,0.4166666666666667,0.0,0.049999999999999996,2.2720833333333332,Idaho
2020,ID,2.6545,0.185,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.15,0.8,0.1,0.0,0.0,0.1,1.0,0.1,0.0,0.275,0.9520833333333333,Idaho
2011,IL,6.4239999999999995,0.05800000000000001,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.84,0.08,0.0,0.0,0.08,1.0,0.0,0.0,0.07255550065876153,4.777291625494071,Illinois
2012,IL,10.96,0.10666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.06666666666666667,1.0,0.3333333333333333,0.13333333333333333,0.0,0.6666666666666666,1.0,0.0,0.0,0.05800000000000001,6.4239999999999995,Illinois
2013,IL,3.0184848484848485,0.1893939393939394,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.15151515151515152,0.8787878787878788,0.030303030303030304,0.15151515151515152,0.0,0.18181818181818182,1.0,0.09090909090909091,0.0,0.10666666666666667,10.96,Illinois
2014,IL,2.6554166666666665,0.016666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.20833333333333334,0.875,0.125,0.125,0.0,0.2916666666666667,1.0,0.08333333333333333,0.0,0.1893939393939394,3.0184848484848485,Illinois
2015,IL,4.205,0.04583333333333334,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.125,1.0,0.2916666666666667,0.041666666666666664,0.0,0.3333333333333333,1.0,0.125,0.0,0.016666666666666666,2.6554166666666665,Illinois
2016,IL,3.024090909090909,0.08181818181818182,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.13636363636363635,0.9090909090909091,0.18181818181818182,0.09090909090909091,0.0,0.5909090909090909,0.5,0.2727272727272727,0.0,0.04583333333333334,4.205,Illinois
2017,IL,4.029166666666667,0.06250000000000001,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.875,0.08333333333333333,0.041666666666666664,0.0,0.4166666666666667,0.9583333333333334,0.16666666666666666,0.0,0.08181818181818182,3.024090909090909,Illinois
2020,IL,3.902173913043478,0.01956521739130435,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.043478260869565216,0.7391304347826086,0.0,0.0,0.0,0.17391304347826086,0.9565217391304348,0.08695652173913043,0.0,0.07255550065876153,4.777291625494071,Illinois
2010,IN,4.7336,0.0372,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.92,0.0,0.04,0.0,0.08,1.0,0.0,0.0,0.06866196308435397,4.9534631955225885,Indiana
2011,IN,4.992,0.052000000000000005,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.12,1.0,0.0,0.0,0.0372,4.7336,Indiana
2012,IN,6.788235294117648,0.008823529411764707,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9411764705882353,0.17647058823529413,0.11764705882352941,0.0,0.058823529411764705,1.0,0.0,0.0,0.052000000000000005,4.992,Indiana
2013,IN,4.583870967741936,0.08225806451612902,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03225806451612903,0.8064516129032258,0.0967741935483871,0.25806451612903225,0.0,0.1935483870967742,1.0,0.12903225806451613,0.0,0.008823529411764707,6.788235294117648,Indiana
2014,IN,4.724166666666666,0.13749999999999998,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.9166666666666666,0.25,0.4166666666666667,0.0,0.4583333333333333,1.0,0.2916666666666667,0.0,0.08225806451612902,4.583870967741936,Indiana
2015,IN,6.402916666666666,0.0625,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08333333333333333,1.0,0.16666666666666666,0.041666666666666664,0.0,0.3333333333333333,1.0,0.25,0.0,0.13749999999999998,4.724166666666666,Indiana
2016,IN,7.099166666666666,0.06666666666666667,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,0.5833333333333334,0.08333333333333333,0.0,0.0625,6.402916666666666,Indiana
2017,IN,5.317222222222222,0.07083333333333333,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2222222222222222,0.9166666666666666,0.25,0.08333333333333333,0.0,0.4722222222222222,0.8333333333333334,0.5,0.0,0.06666666666666667,7.099166666666666,Indiana
2018,IN,2.78375,0.13125,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.041666666666666664,0.7916666666666666,0.20833333333333334,0.08333333333333333,0.0,0.16666666666666666,0.9583333333333334,0.3333333333333333,0.0,0.07083333333333333,5.317222222222222,Indiana
2019,IN,4.135833333333333,0.07291666666666667,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.6666666666666666,0.125,0.0,0.0,0.20833333333333334,0.9166666666666666,0.25,0.0,0.13125,2.78375,Indiana
2020,IN,2.927333333333333,0.03333333333333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8666666666666667,0.2,0.0,0.0,0.4666666666666667,1.0,0.3333333333333333,0.0,0.07291666666666667,4.135833333333333,Indiana
2017,KS,2.6933333333333334,0.03541666666666667,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8333333333333334,0.25,0.08333333333333333,0.0,0.125,0.875,0.20833333333333334,0.0,0.03541666666666667,2.6933333333333334,Kansas
2015,KY,4.505833333333333,0.0375,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.0,0.0,0.5,1.0,0.8333333333333334,0.0,0.0765036231884058,3.0933849033816423,Kentucky
2016,KY,3.3783333333333334,0.027083333333333334,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.125,0.9166666666666666,0.08333333333333333,0.0,0.0,0.3333333333333333,0.125,0.4166666666666667,0.0,0.0375,4.505833333333333,Kentucky
2017,KY,3.4995833333333333,0.05416666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.875,0.20833333333333334,0.041666666666666664,0.0,0.16666666666666666,0.5,0.5,0.0,0.027083333333333334,3.3783333333333334,Kentucky
2018,KY,1.8104,0.04,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.08,0.84,0.12,0.0,0.0,0.04,0.52,0.56,0.0,0.05416666666666666,3.4995833333333333,Kentucky
2019,KY,3.0383333333333336,0.19375,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.16666666666666666,0.7083333333333334,0.25,0.0,0.0,0.0,0.7916666666666666,0.4166666666666667,0.0,0.04,1.8104,Kentucky
2020,KY,2.3278260869565215,0.10652173913043479,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.17391304347826086,0.6521739130434783,0.17391304347826086,0.0,0.0,0.13043478260869565,0.9565217391304348,0.4782608695652174,0.0,0.19375,3.0383333333333336,Kentucky
2011,LA,5.847619047619047,0.09523809523809523,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.09523809523809523,0.0,0.0,0.0,1.0,0.0,0.0,0.20469246031746033,4.019742063492063,Louisiana
2012,LA,4.566666666666666,0.24333333333333335,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.26666666666666666,1.0,0.0,0.0,0.09523809523809523,5.847619047619047,Louisiana
2013,LA,3.841666666666667,0.1625,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16666666666666666,0.9166666666666666,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.24333333333333335,4.566666666666666,Louisiana
2016,LA,4.1525,0.22291666666666665,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.9583333333333334,0.041666666666666664,0.0,0.0,0.20833333333333334,0.375,0.20833333333333334,0.0,0.20469246031746033,4.019742063492063,Louisiana
2018,LA,2.99375,0.06666666666666667,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.7916666666666666,0.08333333333333333,0.0,0.0,0.041666666666666664,0.7083333333333334,0.16666666666666666,0.0,0.20469246031746033,4.019742063492063,Louisiana
2020,LA,2.71625,0.4375,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.041666666666666664,0.875,0.3333333333333333,0.0,0.0,0.20833333333333334,1.0,0.25,0.0,0.20469246031746033,4.019742063492063,Louisiana
2012,MA,10.345833333333333,0.65,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.041666666666666664,0.9583333333333334,0.0,0.375,0.0,0.2916666666666667,1.0,0.0,0.0,0.1673611111111111,4.554861111111111,Massachusetts
2016,MA,2.717916666666667,0.043750000000000004,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.9583333333333334,0.125,0.0,0.0,0.16666666666666666,0.375,0.25,0.0,0.1673611111111111,4.554861111111111,Massachusetts
2017,MA,3.4912499999999995,0.11041666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.875,0.3333333333333333,0.041666666666666664,0.0,0.08333333333333333,0.9583333333333334,0.25,0.0,0.043750000000000004,2.717916666666667,Massachusetts
2018,MA,2.3541666666666665,0.07708333333333332,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.16666666666666666,0.75,0.125,0.0,0.0,0.0,0.9166666666666666,0.2916666666666667,0.0,0.11041666666666666,3.4912499999999995,Massachusetts
2019,MA,4.147083333333334,0.08750000000000001,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.125,0.7916666666666666,0.375,0.0,0.0,0.041666666666666664,0.9583333333333334,0.16666666666666666,0.0,0.07708333333333332,2.3541666666666665,Massachusetts
2020,MA,4.272916666666666,0.03541666666666667,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.8333333333333334,0.20833333333333334,0.0,0.0,0.0,0.9583333333333334,0.2916666666666667,0.0,0.08750000000000001,4.147083333333334,Massachusetts
2011,MD,8.76842105263158,0.16176470588235292,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0.0,0.3095353309307913,4.46082889315212,Maryland
2012,MD,10.594444444444443,0.1638888888888889,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05555555555555555,1.0,0.05555555555555555,0.0,0.0,0.2777777777777778,1.0,0.0,0.0,0.16176470588235292,8.76842105263158,Maryland
2013,MD,3.6494444444444443,1.2555555555555555,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05555555555555555,0.8333333333333334,0.05555555555555555,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.1638888888888889,10.594444444444443,Maryland
2014,MD,1.6594444444444445,0.5361111111111111,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.05555555555555555,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.0,0.0,1.0,0.1111111111111111,0.0,1.2555555555555555,3.6494444444444443,Maryland
2015,MD,7.623333333333334,0.21666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.5361111111111111,1.6594444444444445,Maryland
2016,MD,3.8528571428571428,0.125,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.21428571428571427,0.9285714285714286,0.21428571428571427,0.07142857142857142,0.0,0.07142857142857142,0.9285714285714286,0.35714285714285715,0.0,0.21666666666666667,7.623333333333334,Maryland
2017,MD,2.0309090909090908,0.29545454545454547,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.18181818181818182,0.8181818181818182,0.09090909090909091,0.0,0.0,0.09090909090909091,0.5454545454545454,0.18181818181818182,0.0,0.125,3.8528571428571428,Maryland
2018,MD,2.2472972972972975,0.2777777777777778,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.10810810810810811,0.6756756756756757,0.1891891891891892,0.02702702702702703,0.0,0.13513513513513514,0.6216216216216216,0.13513513513513514,0.0,0.29545454545454547,2.0309090909090908,Maryland
2019,MD,2.410833333333333,0.04791666666666666,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.20833333333333334,0.625,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334,0.2916666666666667,0.0,0.2777777777777778,2.2472972972972975,Maryland
2020,MD,1.771304347826087,0.015217391304347827,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.13043478260869565,0.5652173913043478,0.13043478260869565,0.0,0.0,0.08695652173913043,0.9565217391304348,0.2608695652173913,0.0,0.04791666666666666,2.410833333333333,Maryland
2018,ME,1.6404166666666666,0.21250000000000002,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125,0.8333333333333334,0.125,0.0,0.0,0.0,0.7916666666666666,0.4166666666666667,0.0,0.6239583333333334,2.062708333333333,Maine
2019,ME,2.485,1.0354166666666667,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.20833333333333334,0.6666666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333,0.8333333333333334,0.25,0.0,0.21250000000000002,1.6404166666666666,Maine
2010,MI,7.5451999999999995,0.0128,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.12,1.0,0.0,0.0,0.2420431045385591,6.551642308533218,Michigan
2011,MI,9.244,0.256,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.92,0.12,0.0,0.0,0.12,1.0,0.0,0.0,0.0128,7.5451999999999995,Michigan
2012,MI,11.945833333333333,0.04583333333333334,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.125,1.0,0.0,0.16666666666666666,0.0,0.20833333333333334,1.0,0.0,0.0,0.256,9.244,Michigan
2013,MI,6.149583333333333,0.4375,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.125,0.875,0.25,0.125,0.0,0.375,1.0,0.2916666666666667,0.0,0.04583333333333334,11.945833333333333,Michigan
2014,MI,6.125238095238095,0.08095238095238096,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.19047619047619047,0.8095238095238095,0.5238095238095238,0.38095238095238093,0.0,0.38095238095238093,1.0,0.38095238095238093,0.0,0.4375,6.149583333333333,Michigan
2015,MI,5.226296296296296,0.13703703703703704,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2222222222222222,1.0,0.4444444444444444,0.2962962962962963,0.0,0.48148148148148145,1.0,0.48148148148148145,0.0,0.08095238095238096,6.125238095238095,Michigan
2016,MI,3.626818181818182,0.2159090909090909,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.18181818181818182,0.9545454545454546,0.4090909090909091,0.13636363636363635,0.0,0.5909090909090909,0.9545454545454546,0.6363636363636364,0.0,0.13703703703703704,5.226296296296296,Michigan
2017,MI,7.548846153846155,0.6326923076923078,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.15384615384615385,0.9615384615384616,0.5,0.15384615384615385,0.0,0.5769230769230769,0.9615384615384616,0.38461538461538464,0.0,0.2159090909090909,3.626818181818182,Michigan
2018,MI,5.100833333333333,0.34791666666666665,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.16666666666666666,0.9166666666666666,0.2916666666666667,0.0,0.0,0.0,0.9166666666666666,0.2916666666666667,0.0,0.6326923076923078,7.548846153846155,Michigan
2019,MI,4.1825,0.25416666666666665,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.7916666666666666,0.4583333333333333,0.0,0.0,0.08333333333333333,1.0,0.5416666666666666,0.0,0.34791666666666665,5.100833333333333,Michigan
2020,MI,5.372916666666666,0.24166666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.20833333333333334,0.9583333333333334,0.5833333333333334,0.041666666666666664,0.0,0.5416666666666666,1.0,0.375,0.0,0.25416666666666665,4.1825,Michigan
2012,MN,3.18,0.762,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4011167248930407,3.872655945419103,Minnesota
2013,MN,4.4425,0.6138888888888889,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.05555555555555555,0.6944444444444444,0.05555555555555555,0.0,0.0,0.3333333333333333,1.0,0.027777777777777776,0.0,0.762,3.18,Minnesota
2014,MN,5.116666666666666,0.7111111111111111,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.7222222222222222,0.5,0.2222222222222222,0.0,0.3888888888888889,1.0,0.5555555555555556,0.0,0.6138888888888889,4.4425,Minnesota
2015,MN,5.1433333333333335,0.10833333333333334,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.7777777777777778,0.7222222222222222,0.2222222222222222,0.0,0.2222222222222222,1.0,0.4444444444444444,0.0,0.7111111111111111,5.116666666666666,Minnesota
2016,MN,3.11,0.23863636363636365,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.18181818181818182,0.9545454545454546,0.4090909090909091,0.13636363636363635,0.0,0.3181818181818182,1.0,0.5909090909090909,0.0,0.10833333333333334,5.1433333333333335,Minnesota
2017,MN,3.9400000000000004,0.04285714285714286,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.03571428571428571,0.8214285714285714,0.42857142857142855,0.10714285714285714,0.0,0.5,0.9642857142857143,0.5357142857142857,0.0,0.23863636363636365,3.11,Minnesota
2018,MN,2.549736842105263,0.5644736842105263,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.02631578947368421,0.47368421052631576,0.3684210526315789,0.07894736842105263,0.0,0.21052631578947367,0.9736842105263158,0.5789473684210527,0.0,0.04285714285714286,3.9400000000000004,Minnesota
2019,MN,4.5320833333333335,0.3541666666666667,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.375,0.4166666666666667,0.0,0.0,0.125,0.9166666666666666,0.375,0.0,0.5644736842105263,2.549736842105263,Minnesota
2020,MN,2.839583333333333,0.21458333333333332,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.125,0.7083333333333334,0.2916666666666667,0.0,0.0,0.20833333333333334,1.0,0.3333333333333333,0.0,0.3541666666666667,4.5320833333333335,Minnesota
2017,MO,4.245,0.04583333333333334,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,0.08333333333333333,0.0,0.5,1.0,0.3333333333333333,0.0,0.05208333333333334,2.84875,Missouri
2018,MO,1.4525,0.05833333333333334,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.16666666666666666,0.8333333333333334,0.25,0.0,0.0,0.0,0.9166666666666666,0.4166666666666667,0.0,0.04583333333333334,4.245,Missouri
2013,MS,2.0448,0.276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2775769230769231,2.068202564102564,Mississippi
2016,MS,2.9575,0.33749999999999997,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.08333333333333333,0.75,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.25,0.0,0.2775769230769231,2.068202564102564,Mississippi
2017,MS,1.2023076923076923,0.21923076923076923,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.07692307692307693,0.7692307692307693,0.0,0.0,0.0,0.0,0.46153846153846156,0.3076923076923077,0.0,0.33749999999999997,2.9575,Mississippi
2011,MT,5.63,0.08,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,1.0,1.0,0.0,0.4094777110144758,3.143504837640385,Montana
2012,MT,2.646666666666667,1.01,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08,5.63,Montana
2013,MT,0.2758333333333333,1.5020833333333334,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.20833333333333334,0.7916666666666666,0.4583333333333333,0.5833333333333334,0.0,0.0,1.0,0.8333333333333334,0.0,1.01,2.646666666666667,Montana
2014,MT,8.24875,0.024999999999999998,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.375,1.0,0.25,0.25,0.0,0.25,1.0,0.375,0.0,1.5020833333333334,0.2758333333333333,Montana
2015,MT,2.599310344827586,0.16833333333333333,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1,0.8333333333333334,0.2,0.03333333333333333,0.0,0.03333333333333333,1.0,0.5666666666666667,0.0,0.024999999999999998,8.24875,Montana
2016,MT,2.357878787878788,0.13484848484848486,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.15151515151515152,0.8181818181818182,0.30303030303030304,0.030303030303030304,0.0,0.09090909090909091,0.9393939393939394,0.5757575757575758,0.0,0.16833333333333333,2.599310344827586,Montana
2017,MT,3.9635,0.12250000000000001,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.65,0.2,0.0,0.0,0.0,0.9,0.5,0.0,0.13484848484848486,2.357878787878788,Montana
2018,MT,1.4692857142857143,0.05178571428571428,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.07142857142857142,0.75,0.4642857142857143,0.03571428571428571,0.0,0.0,0.9642857142857143,0.5357142857142857,0.0,0.12250000000000001,3.9635,Montana
2019,MT,3.228823529411765,0.4117647058823529,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7647058823529411,0.23529411764705882,0.0,0.0,0.058823529411764705,1.0,0.47058823529411764,0.0,0.05178571428571428,1.4692857142857143,Montana
2020,MT,1.0150000000000001,0.5884615384615385,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.11538461538461539,0.5,0.38461538461538464,0.038461538461538464,0.0,0.0,1.0,0.46153846153846156,0.038461538461538464,0.4117647058823529,3.228823529411765,Montana
2011,NC,5.4239999999999995,0.154,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.24127719155844157,3.476623850108225,North Carolina
2012,NC,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.154,5.4239999999999995,North Carolina
2013,NC,1.6766666666666667,0.06666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.125,1.0,0.0,0.0,0.0,6.0,North Carolina
2014,NC,2.3966666666666665,0.03333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06666666666666667,1.6766666666666667,North Carolina
2015,NC,4.701818181818182,0.16818181818181818,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.09090909090909091,1.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,1.0,0.36363636363636365,0.0,0.03333333333333333,2.3966666666666665,North Carolina
2016,NC,2.79,1.1875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.16818181818181818,4.701818181818182,North Carolina
2017,NC,3.8007142857142857,0.11428571428571428,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.14285714285714285,0.8928571428571429,0.21428571428571427,0.10714285714285714,0.0,0.0,0.7142857142857143,0.35714285714285715,0.0,1.1875,2.79,North Carolina
2018,NC,1.023125,0.20625,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.625,0.1875,0.0625,0.0,0.0,0.5,0.5,0.0,0.11428571428571428,3.8007142857142857,North Carolina
2011,ND,1.916,1.162,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.88,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.6068916038295349,1.8218850418600419,North Dakota
2012,ND,2.779166666666667,1.0916666666666668,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.041666666666666664,0.0,0.0,0.041666666666666664,1.0,0.0,0.0,1.162,1.916,North Dakota
2013,ND,1.6920833333333334,0.7541666666666668,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.75,0.3333333333333333,0.16666666666666666,0.0,0.041666666666666664,1.0,0.7083333333333334,0.0,1.0916666666666668,2.779166666666667,North Dakota
2014,ND,1.919090909090909,0.4068181818181818,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.7727272727272727,0.13636363636363635,0.09090909090909091,0.0,0.0,1.0,0.6363636363636364,0.0,0.7541666666666668,1.6920833333333334,North Dakota
2015,ND,0.77,0.00625,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8,0.2,0.3,0.0,0.0,1.0,0.1,0.0,0.4068181818181818,1.919090909090909,North Dakota
